Order_ID,Order_Date,Customer_ID,Region,Segment,Category,Product,Quantity,Price,Sales,Cost,Profit
ORD10222,2023-11-14,CUST9121,East,Home Office,Clothing,T-shirt,2,327.21,654.42,577.2594067654145,77.16059323458546
ORD10223,2023-09-17,CUST8560,North,Consumer,Beauty,Smartphone,1,287.85,287.85,253.9105165450698,33.93948345493021
ORD10224,2023-01-25,CUST5374,East,Consumer,Sports,T-shirt,9,294.93,2654.37,2341.401625158023,312.96837484197704
ORD10225,2023-09-09,CUST9677,East,Consumer,Home,Laptop,7,256.41,1794.8700000000001,1583.2425528269914,211.6274471730087
ORD10226,2023-12-27,CUST4587,South,Corporate,Home,Lipstick,5,20.6,103.0,90.85559563711026,12.144404362889745
ORD10227,2023-03-07,CUST2000,East,Home Office,Beauty,Treadmill,2,262.04,524.08,462.2873840922015,61.79261590779856
ORD10228,2023-04-25,CUST1532,North,Consumer,Sports,Treadmill,5,392.2,1961.0,1729.7846897511963,231.2153102488037
ORD10229,2023-07-11,CUST6385,West,Consumer,Books,Sofa,9,56.23,506.07,446.40088625313,59.66911374686998
ORD10230,2023-12-18,CUST3475,West,Consumer,Electronics,Lipstick,7,294.79,2063.53,1820.2257016023898,243.3042983976104
ORD10231,2023-06-18,CUST8956,East,Home Office,Beauty,Laptop,7,61.41,429.87,379.1853873448989,50.68461265510109
ORD10232,2023-09-12,CUST2599,South,Corporate,Beauty,Headphones,5,453.71,2268.5499999999997,2001.0724415783152,267.47755842168453
ORD10233,2023-08-08,CUST6349,East,Home Office,Home,Blender,3,34.75,104.25,91.95821208901694,12.29178791098306
ORD10234,2023-03-08,CUST9288,North,Corporate,Beauty,Sofa,9,19.21,172.89000000000001,152.50508669611645,20.384913303883565
ORD10235,2023-08-20,CUST9854,North,Corporate,Electronics,Lipstick,5,274.06,1370.3,1208.7322592381765,161.56774076182342
ORD10236,2023-09-18,CUST4848,South,Home Office,Electronics,Treadmill,6,483.45,2900.7,2558.6876336365603,342.01236636343947
ORD10237,2023-05-16,CUST1805,West,Consumer,Beauty,Smartphone,9,431.11,3879.9900000000002,3422.512645786713,457.4773542132871
ORD10238,2023-06-20,CUST5749,South,Corporate,Electronics,Book,9,154.8,1393.2,1228.932192637107,164.2678073628931
ORD10239,2023-08-13,CUST5797,North,Home Office,Books,Treadmill,1,392.36,392.36,346.0980728560833,46.261927143916694
ORD10240,2023-07-25,CUST7303,East,Corporate,Beauty,Blender,7,457.01,3199.0699999999997,2821.8777702408765,377.19222975912317
ORD10241,2023-10-07,CUST1372,South,Home Office,Electronics,Smartphone,5,140.24,701.2,618.5237248615701,82.6762751384299
ORD10242,2023-01-02,CUST9076,North,Corporate,Home,Lipstick,6,223.67,1342.02,1183.78666463024,158.23333536975997
ORD10243,2023-11-03,CUST9218,East,Home Office,Sports,Headphones,3,376.97,1130.91,997.567977300625,133.3420226993751
ORD10244,2023-08-09,CUST8101,East,Home Office,Books,Sofa,6,16.91,101.46000000000001,89.49717216836125,11.962827831638762
ORD10245,2023-12-07,CUST2524,East,Corporate,Electronics,Lipstick,4,328.68,1314.72,1159.705521320598,155.01447867940192
ORD10246,2023-10-01,CUST1437,South,Home Office,Clothing,Blender,1,89.72,89.72,79.1413984520537,10.578601547946292
ORD10247,2023-04-22,CUST2044,South,Home Office,Books,T-shirt,8,425.38,3403.04,3001.798312397201,401.2416876027992
ORD10248,2023-05-19,CUST1289,North,Corporate,Sports,Treadmill,8,394.13,3153.04,2781.2750220158655,371.7649779841345
ORD10249,2023-02-01,CUST4283,West,Consumer,Beauty,Treadmill,3,311.51,934.53,824.3425222402782,110.18747775972179
ORD10250,2023-08-23,CUST6843,West,Home Office,Sports,Headphones,1,200.9,200.9,177.21251615044127,23.68748384955873
ORD10251,2023-01-11,CUST8380,East,Corporate,Home,Lipstick,5,386.41,1932.0500000000002,1704.2480927250378,227.80190727496233
ORD10252,2023-01-28,CUST4196,South,Consumer,Beauty,Blender,5,99.25,496.25,437.73873140695116,58.51126859304884
ORD10253,2023-10-25,CUST6456,South,Consumer,Sports,Blender,6,461.96,2771.7599999999998,2444.9505413894826,326.80945861051714
ORD10254,2023-02-27,CUST8253,West,Home Office,Books,Treadmill,3,53.18,159.54,140.72914298975311,18.810857010246878
ORD10255,2023-10-19,CUST7025,West,Home Office,Clothing,Blender,6,184.66,1107.96,977.3239392436184,130.63606075638165
ORD10256,2023-06-15,CUST6622,East,Home Office,Clothing,Sofa,6,463.04,2778.2400000000002,2450.666505076167,327.5734949238331
ORD10257,2023-04-27,CUST6067,West,Consumer,Electronics,Laptop,4,145.36,581.44,512.8842478372951,68.55575216270495
ORD10258,2023-06-23,CUST2771,South,Corporate,Electronics,Headphones,2,71.39,142.78,125.94526160258837,16.834738397411627
ORD10259,2023-04-19,CUST7263,East,Home Office,Sports,Sofa,3,84.39,253.17000000000002,223.31952570337094,29.850474296629073
ORD10260,2023-01-17,CUST1759,East,Home Office,Home,Lipstick,5,294.43,1472.15,1298.5734477395329,173.57655226046722
ORD10261,2023-10-15,CUST8314,South,Consumer,Home,Laptop,2,196.44,392.88,346.5567613000765,46.32323869992348
ORD10262,2023-12-08,CUST3724,East,Home Office,Books,Sofa,9,120.77,1086.93,958.7735200567404,128.15647994325968
ORD10263,2023-01-09,CUST3513,North,Home Office,Books,Smartphone,8,279.39,2235.12,1971.584067188523,263.53593281147687
ORD10264,2023-11-25,CUST6107,East,Home Office,Sports,T-shirt,3,311.64,934.92,824.686538573273,110.23346142672699
ORD10265,2023-03-25,CUST8115,East,Consumer,Books,Smartphone,4,27.48,109.92,96.95968031486564,12.960319685134365
ORD10266,2023-12-08,CUST3121,West,Home Office,Books,Book,1,460.2,460.2,405.9392729339625,54.260727066037475
ORD10267,2023-12-26,CUST9674,South,Corporate,Home,Sofa,8,433.81,3470.48,3061.28667521047,409.1933247895299
ORD10268,2023-04-30,CUST3523,West,Consumer,Clothing,Headphones,9,279.94,2519.46,2222.3984367366393,297.06156326336077
ORD10269,2023-07-24,CUST6490,South,Consumer,Clothing,Smartphone,9,295.06,2655.54,2342.4336741570078,313.1063258429922
ORD10270,2023-02-23,CUST9121,West,Corporate,Books,Treadmill,4,311.77,1247.08,1100.040739875024,147.03926012497595
ORD10271,2023-09-02,CUST8200,East,Consumer,Books,Sofa,6,398.38,2390.2799999999997,2108.449642130795,281.8303578692048
ORD10272,2023-10-31,CUST8542,North,Corporate,Beauty,Book,6,172.75,1036.5,914.2895619210174,122.21043807898263
ORD10273,2023-12-09,CUST8758,South,Consumer,Clothing,T-shirt,5,149.14,745.6999999999999,657.7768705494477,87.92312945055221
ORD10274,2023-09-17,CUST8273,North,Home Office,Books,Headphones,2,66.58,133.16,117.45952538871458,15.700474611285415
ORD10275,2023-08-19,CUST1963,West,Corporate,Home,Smartphone,3,272.73,818.19,721.7198038284199,96.47019617158014
ORD10276,2023-12-07,CUST9352,West,Home Office,Home,Treadmill,9,33.86,304.74,268.80907004323285,35.93092995676716
ORD10277,2023-05-17,CUST7727,West,Home Office,Home,T-shirt,9,321.1,2889.9,2549.1610274920868,340.73897250791333
ORD10278,2023-09-28,CUST6169,West,Home Office,Beauty,Headphones,5,65.95,329.75,290.87022001298163,38.87977998701837
ORD10279,2023-11-08,CUST6304,North,Home Office,Electronics,Lipstick,9,323.74,2913.66,2570.119561009929,343.5404389900709
ORD10280,2023-09-06,CUST9450,South,Consumer,Home,Lipstick,5,335.04,1675.2,1477.6824641872536,197.51753581274647
ORD10281,2023-12-12,CUST7961,South,Consumer,Electronics,Headphones,9,372.59,3353.31,2957.9318194745456,395.37818052545435
ORD10282,2023-11-28,CUST7435,North,Home Office,Home,Blender,2,167.3,334.6,295.1483718463796,39.45162815362045
ORD10283,2023-01-22,CUST5114,East,Consumer,Electronics,Smartphone,1,109.28,109.28,96.39514069148942,12.884859308510585
ORD10284,2023-07-28,CUST4319,South,Consumer,Sports,Headphones,7,76.23,533.61,470.69373192153796,62.91626807846205
ORD10285,2023-05-10,CUST5981,West,Consumer,Books,Smartphone,3,429.8,1289.4,1137.3709224707766,152.0290775292235
ORD10286,2023-06-23,CUST5655,East,Corporate,Electronics,Blender,6,270.1,1620.6000000000001,1429.52017756797,191.07982243203014
ORD10287,2023-03-11,CUST7618,North,Home Office,Sports,T-shirt,5,103.69,518.45,457.3211995928138,61.12880040718625
ORD10288,2023-05-16,CUST8755,South,Corporate,Electronics,Book,5,367.63,1838.15,1621.4195448578082,216.7304551421919
ORD10289,2023-12-27,CUST4461,East,Home Office,Sports,Blender,1,476.44,476.44,420.2644658771341,56.17553412286588
ORD10290,2023-10-07,CUST5210,East,Corporate,Clothing,Laptop,6,122.26,733.5600000000001,647.0682595685302,86.4917404314699
ORD10291,2023-08-13,CUST2980,North,Corporate,Clothing,T-shirt,9,213.22,1918.98,1692.7191351039014,226.2608648960986
ORD10292,2023-07-19,CUST2262,West,Corporate,Sports,Lipstick,3,58.38,175.14000000000001,154.48979630954847,20.650203690451548
ORD10293,2023-08-04,CUST9781,South,Corporate,Books,Lipstick,9,176.09,1584.81,1397.9500633169778,186.85993668302217
ORD10294,2023-03-23,CUST9104,South,Corporate,Electronics,Lipstick,5,307.04,1535.2,1354.1894215737057,181.0105784262944
ORD10295,2023-04-26,CUST5970,North,Consumer,Clothing,Lipstick,1,337.94,337.94,298.0945630058742,39.845436994125805
ORD10296,2023-09-05,CUST7654,South,Corporate,Home,Treadmill,2,23.34,46.68,41.17610878000298,5.503891219997023
ORD10297,2023-07-12,CUST9145,South,Home Office,Books,Treadmill,3,54.55,163.64999999999998,144.35454588362225,19.295454116377726
ORD10298,2023-10-20,CUST7141,West,Consumer,Sports,T-shirt,6,69.38,416.28,367.1977412797695,49.08225872023047
ORD10299,2023-02-05,CUST1678,North,Consumer,Clothing,Book,4,377.29,1509.16,1331.2197156475856,177.94028435241444
ORD10300,2023-06-04,CUST9070,West,Home Office,Sports,Headphones,7,382.91,2680.3700000000003,2364.336047357682,316.0339526423181
ORD10301,2023-08-23,CUST9813,East,Home Office,Beauty,Sofa,9,247.36,2226.2400000000002,1963.7510799141783,262.488920085822
ORD10302,2023-10-17,CUST1843,North,Consumer,Beauty,Sofa,4,226.42,905.68,798.894134530272,106.78586546972792
ORD10303,2023-01-22,CUST1673,South,Consumer,Beauty,Treadmill,1,70.62,70.62,62.29341906691968,8.326580933080322
ORD10304,2023-08-18,CUST8059,North,Home Office,Sports,Book,6,404.55,2427.3,2141.1047309704636,286.1952690295366
ORD10305,2023-04-19,CUST9857,West,Corporate,Books,Treadmill,9,300.74,2706.66,2387.526276574183,319.1337234258167
ORD10306,2023-07-15,CUST4848,South,Home Office,Beauty,Headphones,6,97.72,586.3199999999999,517.1888624655387,69.13113753446123
ORD10307,2023-12-31,CUST9744,East,Home Office,Electronics,Blender,5,348.73,1743.65,1538.0617410936632,205.58825890633693
ORD10308,2023-04-20,CUST7136,East,Corporate,Electronics,T-shirt,1,176.29,176.29,155.5042034453026,20.785796554697384
ORD10309,2023-02-18,CUST4166,North,Corporate,Home,Headphones,9,452.15,4069.35,3589.5458068531516,479.8041931468483
ORD10310,2023-04-06,CUST2307,West,Consumer,Sports,Laptop,7,199.76,1398.32,1233.4485096241167,164.87149037588324
ORD10311,2023-12-12,CUST2161,North,Corporate,Clothing,Treadmill,8,161.53,1292.24,1139.8760670495085,152.36393295049152
ORD10312,2023-05-05,CUST2131,West,Consumer,Clothing,T-shirt,6,244.33,1465.98,1293.1309329329213,172.84906706707875
ORD10313,2023-01-25,CUST5906,North,Consumer,Books,Treadmill,4,307.1,1228.4,1083.5632396177307,144.8367603822694
ORD10314,2023-05-31,CUST8077,West,Consumer,Books,Laptop,7,208.86,1462.02,1289.637844013281,172.382155986719
ORD10315,2023-10-03,CUST1666,East,Consumer,Electronics,Laptop,8,156.83,1254.64,1106.7093641761555,147.93063582384457
ORD10316,2023-03-17,CUST4724,South,Home Office,Sports,Smartphone,9,219.7,1977.3,1744.1628082840593,233.13719171594062
ORD10317,2023-12-04,CUST8910,West,Home Office,Electronics,T-shirt,2,173.44,346.88,305.9804758699107,40.899524130089276
ORD10318,2023-10-24,CUST6467,East,Corporate,Electronics,Laptop,3,246.77,740.3100000000001,653.0223884088263,87.2876115911738
ORD10319,2023-10-22,CUST8531,East,Home Office,Home,Lipstick,5,256.77,1283.85,1132.4753054243106,151.37469457568932
ORD10320,2023-03-06,CUST2450,East,Corporate,Sports,Headphones,2,470.64,941.28,830.2966510805742,110.9833489194258
ORD10321,2023-06-09,CUST5646,North,Consumer,Sports,Blender,2,394.06,788.12,695.1952624613529,92.92473753864715
ORD10322,2023-04-30,CUST5943,West,Corporate,Books,Blender,6,242.33,1453.98,1282.5458149946173,171.4341850053827
ORD10323,2023-11-24,CUST3840,North,Corporate,Books,Laptop,2,50.73,101.46,89.49717216836123,11.962827831638762
ORD10324,2023-12-13,CUST3248,East,Consumer,Beauty,Lipstick,1,236.31,236.31,208.44743500005364,27.862564999946358
ORD10325,2023-09-20,CUST6470,South,Home Office,Beauty,T-shirt,5,286.6,1433.0,1264.0395004658155,168.96049953418446
ORD10326,2023-11-02,CUST4842,North,Corporate,Beauty,Lipstick,4,47.99,191.96,169.32660328640472,22.63339671359529
ORD10327,2023-06-16,CUST3194,South,Corporate,Electronics,Blender,1,490.8,490.8,432.93132367663804,57.86867632336197
ORD10328,2023-07-25,CUST7788,West,Consumer,Home,Lipstick,6,193.88,1163.28,1026.1213329392,137.15866706079987
ORD10329,2023-08-06,CUST1815,East,Home Office,Books,Laptop,2,311.33,622.66,549.2441279553697,73.4158720446303
ORD10330,2023-01-19,CUST5515,South,Home Office,Home,T-shirt,4,181.31,725.24,639.7292444646392,85.51075553536077
ORD10331,2023-12-21,CUST8715,East,Corporate,Home,Smartphone,6,245.35,1472.1,1298.5293430814563,173.5706569185436
ORD10332,2023-06-21,CUST5033,South,Corporate,Electronics,Headphones,7,304.36,2130.52,1879.3171224929724,251.20287750702755
ORD10333,2023-05-05,CUST2516,East,Corporate,Books,Blender,4,169.46,677.84,597.9180286083381,79.92197139166194
ORD10334,2023-03-04,CUST7989,West,Home Office,Books,Blender,2,167.37,334.74,295.2718648889931,39.468135111006916
ORD10335,2023-04-27,CUST1932,South,Home Office,Home,Laptop,7,58.79,411.53,363.0077987625241,48.52220123747588
ORD10336,2023-06-24,CUST7387,East,Corporate,Books,Smartphone,8,22.33,178.64,157.57712237488715,21.062877625112833
ORD10337,2023-03-23,CUST5519,West,Consumer,Sports,Blender,9,246.93,2222.37,1960.337379379075,262.03262062092494
ORD10338,2023-07-30,CUST9649,East,Corporate,Clothing,Smartphone,3,19.15,57.449999999999996,50.67625212963091,6.773747870369085
ORD10339,2023-06-01,CUST5423,North,Corporate,Home,Sofa,9,274.65,2471.85,2180.4019813164173,291.44801868358263
ORD10340,2023-03-14,CUST4684,East,Consumer,Sports,Book,2,448.58,897.16,791.378700794076,105.78129920592391
ORD10341,2023-11-25,CUST3050,North,Corporate,Electronics,Lipstick,1,236.23,236.23,208.3768675471316,27.85313245286838
ORD10342,2023-06-22,CUST6779,South,Home Office,Beauty,Book,8,181.15,1449.2,1278.3294096825261,170.8705903174739
ORD10343,2023-09-26,CUST2153,East,Consumer,Books,Laptop,4,444.93,1779.72,1569.8788414298822,209.84115857011784
ORD10344,2023-05-22,CUST5587,East,Corporate,Sports,Sofa,6,373.89,2243.34,1978.8348729762615,264.5051270237386
ORD10345,2023-07-27,CUST5151,East,Corporate,Books,Lipstick,5,143.39,716.9499999999999,632.4166921555941,84.53330784440584
ORD10346,2023-10-01,CUST9500,West,Consumer,Books,Laptop,2,107.74,215.48,190.07343444548076,25.406565554519233
ORD10347,2023-09-14,CUST1920,East,Corporate,Clothing,Headphones,9,40.43,363.87,320.96723868422634,42.90276131577366
ORD10348,2023-05-20,CUST4368,North,Corporate,Beauty,Lipstick,4,71.1,284.4,250.86729513780733,33.532704862192645
ORD10349,2023-07-05,CUST8485,North,Consumer,Electronics,Laptop,1,59.17,59.17,52.193452367454505,6.976547632545497
ORD10350,2023-12-18,CUST7105,North,Consumer,Clothing,Sofa,2,66.18,132.36,116.75385085949432,15.606149140505693
ORD10351,2023-06-04,CUST3165,South,Consumer,Books,Sofa,2,139.45,278.9,246.01578274941795,32.884217250582026
ORD10352,2023-08-30,CUST7268,West,Home Office,Clothing,T-shirt,5,197.76,988.8,872.2137181162585,116.58628188374144
ORD10353,2023-10-12,CUST5195,West,Corporate,Clothing,Headphones,6,198.48,1190.8799999999999,1050.4671041972995,140.4128958027004
ORD10354,2023-05-20,CUST8863,North,Consumer,Home,T-shirt,3,342.55,1027.65,906.4830374415181,121.16696255848194
ORD10355,2023-10-13,CUST9603,West,Consumer,Electronics,Book,4,57.83,231.32,204.04579012404218,27.27420987595781
ORD10356,2023-02-25,CUST7783,South,Corporate,Clothing,Treadmill,4,441.88,1767.52,1559.117304859273,208.40269514072702
ORD10357,2023-09-22,CUST7862,South,Home Office,Books,Smartphone,8,355.73,2845.84,2510.2960027952804,335.54399720471974
ORD10358,2023-06-13,CUST1759,East,Consumer,Beauty,Smartphone,5,365.41,1827.0500000000002,1611.628310764877,215.42168923512327
ORD10359,2023-11-22,CUST9665,North,Home Office,Books,Laptop,1,197.21,197.21,173.95759238441278,23.25240761558723
ORD10360,2023-04-11,CUST6309,North,Consumer,Sports,Smartphone,4,306.35,1225.4,1080.9169601331546,144.4830398668455
ORD10361,2023-05-31,CUST2582,South,Consumer,Books,Sofa,5,42.5,212.5,187.44479682413524,25.05520317586476
ORD10362,2023-08-03,CUST3911,East,Home Office,Beauty,Blender,4,45.74,182.96,161.38776483267665,21.572235167323356
ORD10363,2023-07-25,CUST9859,South,Home Office,Sports,Blender,6,88.53,531.1800000000001,468.5502455390314,62.629754460968684
ORD10364,2023-11-15,CUST2854,West,Corporate,Electronics,Smartphone,8,71.16,569.28,502.1579949931469,67.1220050068531
ORD10365,2023-12-05,CUST6067,East,Home Office,Home,Treadmill,5,152.77,763.85,673.7868614311328,90.0631385688672
ORD10366,2023-09-06,CUST3935,West,Home Office,Beauty,Lipstick,8,51.05,408.4,360.2468471669498,48.15315283305017
ORD10367,2023-11-09,CUST4996,East,Home Office,Electronics,Smartphone,2,47.61,95.22,83.9929108404431,11.227089159556897
ORD10368,2023-01-26,CUST8207,West,Corporate,Books,Blender,1,43.62,43.62,38.47690370573543,5.143096294264566
ORD10369,2023-05-06,CUST2647,East,Corporate,Clothing,Lipstick,9,408.5,3676.5,3243.0155083479212,433.48449165207876
ORD10370,2023-07-31,CUST4040,West,Consumer,Electronics,Sofa,6,457.98,2747.88,2423.886156692258,323.9938433077423
ORD10371,2023-11-23,CUST9208,South,Home Office,Sports,T-shirt,7,231.34,1619.38,1428.444023910909,190.93597608909113
ORD10372,2023-04-11,CUST9616,South,Home Office,Beauty,Smartphone,1,498.73,498.73,439.926322447534,58.80367755246601
ORD10373,2023-05-19,CUST1803,West,Home Office,Clothing,T-shirt,9,423.79,3814.11,3364.4003483054234,449.7096516945767
ORD10374,2023-03-13,CUST7629,North,Home Office,Clothing,Laptop,5,342.25,1711.25,1509.4819226602422,201.76807733975784
ORD10375,2023-11-16,CUST5341,West,Corporate,Home,Laptop,8,106.29,850.32,750.0614571082291,100.25854289177096
ORD10376,2023-01-27,CUST5073,West,Consumer,Books,Headphones,1,470.47,470.47,414.99836970282786,55.47163029717217
ORD10377,2023-01-20,CUST1779,East,Consumer,Clothing,Smartphone,8,184.17,1473.36,1299.6407804649782,173.7192195350217
ORD10378,2023-06-29,CUST3695,West,Home Office,Sports,Lipstick,6,424.74,2548.44,2247.9614965576434,300.47850344235667
ORD10379,2023-01-10,CUST4778,West,Consumer,Sports,Treadmill,3,373.8,1121.4,989.179271334519,132.22072866548115
ORD10380,2023-09-04,CUST4608,South,Home Office,Books,Sofa,3,336.4,1009.1999999999999,890.2084186113755,118.99158138862447
ORD10381,2023-06-25,CUST9380,West,Home Office,Home,Smartphone,4,144.47,577.88,509.7439961822648,68.13600381773517
ORD10382,2023-12-03,CUST4554,West,Corporate,Books,Treadmill,9,462.73,4164.57,3673.5387176935947,491.03128230640505
ORD10383,2023-04-29,CUST1614,West,Consumer,Sports,T-shirt,5,164.63,823.15,726.0949859095855,97.05501409041449
ORD10384,2023-03-17,CUST9032,West,Consumer,Electronics,Blender,7,212.68,1488.76,1313.2250151524686,175.5349848475314
ORD10385,2023-09-15,CUST3704,North,Consumer,Clothing,Book,4,241.51,966.04,852.1372777599416,113.90272224005832
ORD10386,2023-04-19,CUST4300,West,Consumer,Clothing,T-shirt,9,62.18,559.62,493.6369750528121,65.98302494718791
ORD10387,2023-03-13,CUST3242,North,Consumer,Beauty,Sofa,3,419.96,1259.8799999999999,1111.3315323425481,148.54846765745174
ORD10388,2023-04-26,CUST6945,East,Consumer,Sports,T-shirt,3,38.6,115.80000000000001,102.14638810463465,13.653611895365358
ORD10389,2023-01-07,CUST5761,South,Consumer,Home,Treadmill,1,342.7,342.7,302.2933264547348,40.406673545265164
ORD10390,2023-12-15,CUST9005,South,Home Office,Home,Blender,2,499.94,999.88,881.9873103459593,117.89268965404074
ORD10391,2023-04-04,CUST5920,North,Home Office,Home,Sofa,8,163.46,1307.68,1153.4955854634597,154.18441453654032
ORD10392,2023-03-23,CUST8845,West,Home Office,Electronics,T-shirt,9,47.91,431.18999999999994,380.3497503181123,50.840249681887656
ORD10393,2023-04-24,CUST3085,East,Home Office,Sports,Headphones,7,178.67,1250.6899999999998,1103.2250961881302,147.4649038118696
ORD10394,2023-01-28,CUST1706,East,Corporate,Clothing,Sofa,5,230.18,1150.9,1015.2010195995166,135.6989804004835
ORD10395,2023-07-27,CUST6634,East,Home Office,Books,Book,6,245.71,1474.26,1300.434664310351,173.8253356896489
ORD10396,2023-12-11,CUST8242,South,Consumer,Books,Laptop,1,463.84,463.84,409.1500920419148,54.6899079580852
ORD10397,2023-10-16,CUST4458,East,Consumer,Home,Sofa,9,60.74,546.66,482.2050476794436,64.45495232055634
ORD10398,2023-04-08,CUST5919,West,Corporate,Electronics,Laptop,6,170.83,1024.98,904.1278487002454,120.85215129975461
ORD10399,2023-01-12,CUST6758,East,Consumer,Home,Sofa,2,278.35,556.7,491.06126302115814,65.6387369788419
ORD10400,2023-01-14,CUST7896,East,Corporate,Books,Headphones,9,325.27,2927.43,2582.2659838441327,345.1640161558671
ORD10401,2023-03-13,CUST8749,North,Consumer,Sports,Book,8,375.49,3003.92,2649.737289769206,354.1827102307939
ORD10402,2023-01-25,CUST5370,West,Home Office,Books,Blender,6,121.33,727.98,642.1461797272187,85.83382027278128
ORD10403,2023-05-03,CUST5496,South,Consumer,Electronics,Treadmill,8,35.63,285.04,251.4318347611836,33.60816523881641
ORD10404,2023-03-30,CUST7071,East,Home Office,Beauty,Lipstick,4,367.88,1471.52,1298.0177290477718,173.50227095222817
ORD10405,2023-03-26,CUST4604,North,Corporate,Books,Treadmill,3,242.27,726.8100000000001,641.1141307282342,85.6958692717659
ORD10406,2023-11-15,CUST9984,West,Consumer,Clothing,Smartphone,9,218.78,1969.02,1736.8590769066295,232.16092309337046
ORD10407,2023-12-03,CUST9827,West,Corporate,Sports,Headphones,1,174.55,174.55,153.9693613442485,20.5806386557515
ORD10408,2023-10-18,CUST2949,South,Consumer,Home,Sofa,5,292.6,1463.0,1290.5022953115758,172.49770468842416
ORD10409,2023-04-04,CUST6797,West,Consumer,Sports,Headphones,4,63.88,255.52,225.3924446329555,30.127555367044522
ORD10410,2023-05-02,CUST8769,East,Corporate,Sports,Treadmill,3,469.89,1409.67,1243.4602670074294,166.2097329925707
ORD10411,2023-06-19,CUST4926,East,Home Office,Electronics,Book,8,295.3,2362.4,2083.856884787469,278.5431152125311
ORD10412,2023-10-14,CUST9383,South,Home Office,Clothing,Treadmill,9,379.92,3419.28,3016.123505340373,403.15649465962724
ORD10413,2023-08-05,CUST4735,South,Consumer,Books,Sofa,3,334.7,1004.0999999999999,885.7097434875961,118.39025651240377
ORD10414,2023-09-14,CUST2535,East,Consumer,Beauty,Treadmill,1,347.79,347.79,306.7831806468988,41.00681935310121
ORD10415,2023-09-05,CUST6332,East,Consumer,Home,Laptop,4,85.78,343.12,302.6638055825755,40.45619441742451
ORD10416,2023-09-09,CUST6035,South,Home Office,Electronics,T-shirt,9,74.41,669.6899999999999,590.7289693419065,78.96103065809348
ORD10417,2023-12-08,CUST2728,South,Home Office,Beauty,Headphones,5,39.74,198.70000000000002,175.27191119508555,23.428088804914466
ORD10418,2023-10-23,CUST8510,East,Consumer,Books,T-shirt,6,185.63,1113.78,982.4577214436957,131.32227855630424
ORD10419,2023-09-28,CUST4671,West,Corporate,Books,Headphones,7,354.5,2481.5,2188.914180325137,292.58581967486316
ORD10420,2023-04-13,CUST6369,North,Consumer,Books,T-shirt,7,171.92,1203.4399999999998,1061.546194306058,141.89380569394189
ORD10421,2023-03-22,CUST9461,South,Home Office,Sports,Book,9,495.86,4462.74,3936.552435665606,526.1875643343938
ORD10422,2023-11-15,CUST5399,North,Consumer,Electronics,Treadmill,2,371.59,743.18,655.5539957824038,87.62600421759612
ORD10423,2023-02-19,CUST6996,North,Consumer,Electronics,Book,8,153.21,1225.68,1081.1639462183816,144.51605378161844
ORD10424,2023-03-04,CUST9483,East,Consumer,Books,Lipstick,3,151.3,453.90000000000003,400.3820860163529,53.517913983647134
ORD10425,2023-11-10,CUST4271,North,Home Office,Sports,Headphones,5,441.18,2205.9,1945.8093050087527,260.09069499124735
ORD10426,2023-01-06,CUST4015,West,Home Office,Books,Blender,3,330.87,992.61,875.5744930616701,117.03550693832995
ORD10427,2023-10-21,CUST1290,West,Consumer,Home,Headphones,1,382.43,382.43,337.33888776213666,45.09111223786334
ORD10428,2023-10-02,CUST2715,North,Home Office,Sports,Sofa,3,391.17,1173.51,1035.1451459816044,138.3648540183956
ORD10429,2023-10-24,CUST8993,South,Home Office,Electronics,Book,3,144.76,434.28,383.07541818722564,51.204581812774336
ORD10430,2023-06-08,CUST8593,West,Home Office,Beauty,Headphones,6,242.81,1456.8600000000001,1285.0862432998103,171.77375670018978
ORD10431,2023-03-02,CUST2567,South,Corporate,Beauty,Treadmill,5,228.99,1144.95,1009.9525652884407,134.99743471155932
ORD10432,2023-09-06,CUST4292,South,Corporate,Electronics,Book,5,321.25,1606.25,1416.8621407000812,189.38785929991877
ORD10433,2023-01-24,CUST1987,West,Corporate,Clothing,Treadmill,9,368.82,3319.38,2928.002398503991,391.377601496009
ORD10434,2023-08-04,CUST7400,West,Consumer,Sports,Laptop,6,99.77,598.62,528.0386083523005,70.58139164769955
ORD10435,2023-05-08,CUST7188,West,Consumer,Home,Laptop,3,61.88,185.64000000000001,163.75177450556455,21.88822549443546
ORD10436,2023-08-13,CUST6132,East,Consumer,Home,Book,4,255.68,1022.72,902.1343181551981,120.58568184480191
ORD10437,2023-10-26,CUST3085,East,Home Office,Sports,Laptop,4,260.34,1041.36,918.5765346860304,122.78346531396949
ORD10438,2023-12-04,CUST8537,East,Home Office,Books,Blender,3,169.65,508.95000000000005,448.94131455832303,60.00868544167702
ORD10439,2023-03-03,CUST7874,South,Home Office,Home,Smartphone,2,79.61,159.22,140.446873178065,18.773126821934994
ORD10440,2023-10-21,CUST8313,North,Corporate,Books,Sofa,1,14.12,14.12,12.455155440737833,1.664844559262166
ORD10441,2023-08-29,CUST7492,East,Consumer,Books,Treadmill,8,64.62,516.96,456.006880782141,60.95311921785901
ORD10442,2023-12-03,CUST1253,West,Corporate,Clothing,Treadmill,8,256.39,2051.12,1809.27892546786,241.84107453213983
ORD10443,2023-06-10,CUST2917,South,Consumer,Clothing,Treadmill,3,19.71,59.13,52.158168640993495,6.971831359006508
